Timestamp (ns),raw,QUAT W,QUAT X,QUAT Y,QUAT Z,ACCEL X,ACCEL Y,ACCEL Z,GYRO X,GYRO Y,GYRO Z
1599834803548334015,d410f94ce69bd99401ffff39f8ee0660f6e9f388,-11248,-1716,-6501,-9836,511,-199,-1810,1632,-2327,-3192
1599834803549080688,d39df912e6acda18019bff6af8a70615f673f3d6,-11363,-1774,-6484,-9704,411,-150,-1881,1557,-2445,-3114
1599834803593284046,d03ff6f1e7fcddfc0211012af96b04a4f13cf680,-12225,-2319,-6148,-8708,529,298,-1685,1188,-3780,-2432
1599834803594734424,cfcdf68ee85ade7602100172f9010484ef8ff6e2,-12339,-2418,-6054,-8586,528,370,-1791,1156,-4209,-2334
1599834803638454293,cc5cf2d3ecb8e243fc8d023bf63702fdebe0f9db,-13220,-3373,-4936,-7613,-883,571,-2505,765,-5152,-1573
1599834803639576372,cc06f268ed48e2affc70026df66a02afec93fa2f,-13306,-3480,-4792,-7505,-912,621,-2454,687,-4973,-1489
1599834803683435129,c993ef41f2cce5eefcef0563f7a8ffa1e667fc4b,-13933,-4287,-3380,-6674,-785,1379,-2136,-95,-6553,-949
1599834803685357609,c948eed3f3c0e65efbef0602f6e9ff59e550fc8d,-14008,-4397,-3136,-6562,-1041,1538,-2327,-167,-6832,-883
1599834803773478437,c7adec6bfaaee95df80008c7ef51fc5fed7ffe8b,-14419,-5013,-1362,-5795,-2048,2247,-4271,-929,-4737,-373
1599834803774551750,c78dec45fb66e9a6f8da093eeecffc18edd0fed0,-14451,-5051,-1178,-5722,-1830,2366,-4401,-1000,-4656,-304
1599834803776497837,097ae8affeeaeb0e0125c747ea2c02b1ec1ff8d4,2426,-5969,-278,-5362,293,-14521,-5588,689,-5089,-1836
1599834803778453942,092ce829fefdeb9b0138c755e9e80379ec62f857,2348,-6103,-259,-5221,312,-14507,-5656,889,-5022,-1961
1599834803818415382,ee2df9cd08a2e7fa012fe633043ec897e76e0aaa,-4563,-1587,2210,-6150,303,-6605,1086,-14185,-6290,2730
1599834803824259022,ee70f939084ee7c00221e49e04f0c8f0e6fa0bcb,-4496,-1735,2126,-6208,545,-7010,1264,-14096,-6406,3019
1599834803863448121,1c1630f00df25901a5e81f032bf1ff0896ce3ae2,7190,12528,3570,22785,-23064,7939,11249,-248,-26930,15074
1599834803870193050,f616c8eff9f2ad012de7c6032bf2f208e8ce9ae2,-2538,-14097,-1550,-21247,11751,-14845,11250,-3576,-5938,-25886
1599834803998490135,cf57e2a91871ef90f2abffc5e85102dbf55e0a49,-12457,-7511,6257,-4208,-3413,-59,-6063,731,-2722,2633
1599834803999968499,cfb2e29e18f8ef62f296ff8fe88a0271f5f70aa6,-12366,-7522,6392,-4254,-3434,-113,-6006,625,-2569,2726
1599834804051722854,d23fe30e1ca2ed6df02efe3fe60c014ffbca0c8b,-11713,-7410,7330,-4755,-4050,-449,-6644,335,-1078,3211
1599834804052764320,d282e3361cfced15f0cafe17e65b00e6fd0d0ce0,-11646,-7370,7420,-4843,-3894,-489,-6565,230,-755,3296
1599834804054740873,fc5fe93501eeff610d17d48be50e1f38e97cf6fd,-929,-5835,494,-159,3351,-11125,-6898,7992,-5764,-2307
1599834804088527259,fc1ee9900258fe800d34d4dee5341f83e916f715,-994,-5744,600,-384,3380,-11042,-6860,8067,-5866,-2283
1599834804090094229,4cf2b6faa6eddc040bfe250d11d7d4e63c21b5e5,19698,-18694,-22803,-9212,3070,9485,4567,-11034,15393,-18971
1599834804091996163,e1f253faa6eec003deff040cd8d823e66b21e2e5,-7694,21498,-22802,-16381,-8449,1036,-10024,9190,27425,-7451
1599834804093967895,d97ae84e2238e256f532f9c5f41a02c8069d0afc,-9862,-6066,8760,-7594,-2766,-1595,-3046,712,1693,2812
1599834804133505203,d995e8a12229e1e2f5d9f9bff44802a8073e0aa3,-9835,-5983,8745,-7710,-2599,-1601,-3000,680,1854,2723
1599834804137836827,deb0f6fafaa0f50d0216051d08c6da91eb5d21b9,-8528,-2310,-1376,-2803,534,1309,2246,-9583,-5283,8633
1599834804178553557,de5bf714fa5df53701f204ff088fdaafeba121b0,-8613,-2284,-1443,-2761,498,1279,2191,-9553,-5215,8624
1599834804182684546,f96cfaf1f6e8017200f006cfdbd1ed4f21c7dbfd,-1684,-1295,-2328,370,240,1743,-9263,-4785,8647,-9219
1599834804223508778,f956fadbf6db01a000100687dc05ed6621d8dbcd,-1706,-1317,-2341,416,16,1671,-9211,-4762,8664,-9267
1599834804230807016,fb1af6af01d9ff970434dd7aedca224bdaa0f704,-1254,-2385,473,-105,1076,-8838,-4662,8779,-9568,-2300
1599834804232750756,fb20f6e601d3000603c9dd97edd7224bda80f70a,-1248,-2330,467,6,969,-8809,-4649,8779,-9600,-2294
1599834804276134355,c9f811fb52f7fd020100500117de1cee08220dd9,-13832,4603,21239,-766,256,20481,6110,7406,2082,3545
1599834804277171168,b8f809fb7bf7f00210ffdf00c4de2cedfb2207d9,-18184,2555,31735,-4094,4351,-8448,-15138,11501,-1246,2009
1599834804313506272,f3fabcf7a8024ffcd3fe0edeadecec21f7d9aff6,-3078,-17161,-22526,20476,-11266,3806,-21012,-5087,-2087,-20490
1599834804448593830,cffaaef783024dfc96fdb8debaecba21f6d9bcf6,-12294,-20745,-31998,19964,-26883,-18210,-17684,-17887,-2343,-17162
1599834804461397154,4ff6c8fa6af66401d3fd80fb01deb2eb1221b9da,20470,-14086,27382,25601,-11267,-32517,478,-19733,4641,-17958
1599834804493466992,6df719fa12f62101d7fd39faabdeabead121afda,28151,6650,4854,8449,-10243,14842,-21538,-21526,-11999,-20518
1599834804494182222,cff89cf212025bf739f83edeeee7c621c0dc45f3,-12296,-25358,4610,23543,14840,16094,-4377,-14815,-16164,17907
1599834804496132965,e8f830f1870292f780f7b8def8e75321bfdc8af3,-5896,12529,-30974,-27913,-32521,-18210,-1817,21281,-16420,-29965
1599834804538514634,dd1de345205ae043f38df8d6e75aff330170f208,-8931,-7355,8282,-8125,-3187,-1834,-6310,-205,368,-3576
1599834804539444419,dcc4e3022011e099f35df8e9e692ff2c0226f1a0,-9020,-7422,8209,-8039,-3235,-1815,-6510,-212,550,-3680
1599834804541458884,e2ddf4fbfca3e56cff6d07d4f16ed916e1601c74,-7459,-2821,-861,-6804,-147,2004,-3730,-9962,-7840,7284
1599834804543394192,e31cf574fcd4e598ffaf07e9f157d8ade1381bf6,-7396,-2700,-812,-6760,-81,2025,-3753,-10067,-7880,7158
1599834804628455734,a3e525f604fe0ce6fa015c05d7f26dd602dfbc18,-23579,9718,1278,3302,-1535,23557,-10254,28118,735,-17384
1599834804631748238,2be564f5b1fe8ae763017205d1f290d5badf8d17,11237,25845,-19970,-29977,25345,29189,-11790,-28459,-17697,-29417
1599834804632852547,e721f49ffed9eb6e010c081ff412d38ade7c13a1,-6367,-2913,-295,-5266,268,2079,-3054,-11382,-8580,5025
1599834804673554393,e749f48dfef5ebbb00f00872f471d344de6f1319,-6327,-2931,-267,-5189,240,2162,-2959,-11452,-8593,4889
1599834804677033836,d274de671175e7bef41e0086ecfc00610a3af5df,-11660,-8601,4469,-6210,-3042,134,-4868,97,2618,-2593
1599834804678094477,d22fde6e10e6e7d3f4040149ed6700310a85f608,-11729,-8594,4326,-6189,-3068,329,-4761,49,2693,-2552
1599834804718581436,cff5df180c06e850f478019fefe5ff410e05f64f,-12299,-8424,3078,-6064,-2952,415,-4123,-191,3589,-2481
1599834804719745375,cfacdf450b54e850f4a6018df015ff0a0ee8f695,-12372,-8379,2900,-6064,-2906,397,-4075,-246,3816,-2411
1599834804724640743,cd94e195050ee771f8230362f06dfe701435f8e2,-12908,-7787,1294,-6287,-2013,866,-3987,-400,5173,-1822
1599834804763494737,cd5fe1ee043ce748f840037bf041fe781424f90b,-12961,-7698,1084,-6328,-1984,891,-4031,-392,5156,-1781
1599834804770064248,cc27e54cfd45e5c6f8b9035df098fd4f19c6f9e2,-13273,-6836,-699,-6714,-1863,861,-3944,-689,6598,-1566
1599834804817122559,cc0ee5e5fc3ce57ff9400301f0effce01b59fa0c,-13298,-6683,-964,-6785,-1728,769,-3857,-800,7001,-1524
1599834804818961397,cc3bebf5f38fe2adfeff0369f095fa6a1e3efcee,-13253,-5131,-3185,-7507,-257,873,-3947,-1430,7742,-786
1599834804820916271,cc5decc3f297e255ff0f0349f0a5fa231d73fd3c,-13219,-4925,-3433,-7595,-241,841,-3931,-1501,7539,-708
1599834804855488604,cdf7f354ec3ddfba00ad0320f280f6f71871ffad,-12809,-3244,-5059,-8262,173,800,-3456,-2313,6257,-83
1599834804857348783,ce37f427eba0df680107031ef27cf6c217a4fffe,-12745,-3033,-5216,-8344,263,798,-3460,-2366,6052,-2
1599834804898466894,d4c9033ae6d7d82f02fc01c2f46af196093d05e1,-11063,826,-6441,-10193,764,450,-2966,-3690,2365,1505
1599834804943533256,d52503c8e6f5d7c602f601ccf484f16c08a40644,-10971,968,-6411,-10298,758,460,-2940,-3732,2212,1604
1599834804944984658,d44c03b701bcf5def0d3059d0896d8bd0816e8c3,-11188,951,444,-2594,-3885,1437,2198,-10051,2070,-5949
1599834804988555096,d3d903d601b2f606f0b0054b08d7d92f0880e909,-11303,982,434,-2554,-3920,1355,2263,-9937,2176,-5879
1599834804993989767,d36403d60195f61bf09504ed0913d9a208e6e953,-11420,982,405,-2533,-3947,1261,2323,-9822,2278,-5805
1599834804995853198,d2ef03de017df645f086047b0956da180946e9a2,-11537,990,381,-2491,-3962,1147,2390,-9704,2374,-5726
1599834805033576710,e8018bf62bf08d02300adedd060b2cebb7cfa903,-6143,-29706,11248,-29438,12298,-8483,1547,11499,-18481,-22269
1599834805040137906,f7018af654f0a101e00b0edd8a0b6eec16cf3304,-2303,-29962,21744,-24319,-8181,3805,-30197,28396,5839,13060
1599834805078663902,e1180c52ef16cc01050900d6f75af1e0fb4b0be2,-7912,3154,-4330,-13311,1289,214,-2214,-3616,-1205,3042
1599834805085506523,e1920c43ef99cb8d04d400e5f74df216fa140be2,-7790,3139,-4199,-13427,1236,229,-2227,-3562,-1516,3042
1599834805131145890,0345fff1f833f3dff5e50bbce5a50a5cf48fc7c1,837,-15,-1997,-3105,-2587,3004,-6747,2652,-2929,-14399
1599834805133012691,034fffdcf88af40bf5f00bb1e61a0a18f51bc763,847,-36,-1910,-3061,-2576,2993,-6630,2584,-2789,-14493
1599834805170023774,e93307aaf8d3c520039aff5bf8f5f69bf2a30ad8,-5837,1962,-1837,-15072,922,-165,-1803,-2405,-3421,2776
1599834805171962856,e99b072ef95bc4d90347ff0ef8ebf6fcf1c90aa5,-5733,1838,-1701,-15143,839,-242,-1813,-2308,-3639,2725
1599834805213621795,6ec3240084fdaff803f9d5eda40866eccd0190fd,28355,9216,-31491,-20488,1017,-10771,-23544,26348,-13055,-28419
1599834805303684435,eac3000034fdaaf7e6fa35ed11080aed1a00cefe,-5437,0,13565,-21769,-6406,13805,4360,2797,6656,-12546
1599834805310297172,edeefe41ffaec2a0fefcfd84f7cbfd09e9ae068f,-4626,-447,-82,-15712,-260,-636,-2101,-759,-5714,1679
1599834805312152468,ee2efd510012c296fe98fd3bf7cafdbde8db060a,-4562,-687,18,-15722,-360,-709,-2102,-579,-5925,1546
1599834805314182459,ef6cf53f0257c32bfcaff9d1f7040216e85e0166,-4244,-2753,599,-15573,-849,-1583,-2300,534,-6050,358
1599834805348599491,ef85f4420285c355fc45f9d7f6d30271e8bb0104,-4219,-3006,645,-15531,-955,-1577,-2349,625,-5957,260
1599834805393625303,efd9ecab02ccc53bfac8f815f6a7072ceb67fc9d,-4135,-4949,716,-15045,-1336,-2027,-2393,1836,-5273,-867
1599834805395163652,efd8ebc502aec587fac3f7c4f697079bebc0fc58,-4136,-5179,686,-14969,-1341,-2108,-2409,1947,-5184,-936
1599834805438647005,efbee44c018ec8aafe19f6f3f19e08c7e708f9d1,-4162,-7092,398,-14166,-487,-2317,-3682,2247,-6392,-1583
1599834805441255747,efb4e32a0164c940fd9bf648f0c5093fe527f949,-4172,-7382,356,-14016,-613,-2488,-3899,2367,-6873,-1719
1599834805483643680,ef9fd93bff7ccfc9f037f245eac30e4be81bf678,-4193,-9925,-132,-12343,-4041,-3515,-5437,3659,-6117,-2440
1599834805484914546,efbbd85bff00d078f157efcde9ea0f05eae9f703,-4165,-10149,-256,-12168,-3753,-4147,-5654,3845,-5399,-2301
1599834805537097913,effed47afae3d430f26cf292e4d00a61feb5f613,-4098,-11142,-1309,-11216,-3476,-3438,-6960,2657,-331,-2541
1599834805539081640,f003d46afa4cd451f346f279e3c609a9016ff63b,-4093,-11158,-1460,-11183,-3258,-3463,-7226,2473,367,-2501
1599834805575506568,f01dd3ecf642d580fc5ff77fe3d707dff987f79a,-4067,-11284,-2494,-10880,-929,-2177,-7209,2015,-1657,-2150
1599834805576578263,f011d39af5e1d5f1fbd5f80ce45307bef724f7b1,-4079,-11366,-2591,-10767,-1067,-2036,-7085,1982,-2268,-2127
1599834805578510107,eedfd159f371d9acf7effee9e29802f2f7f5f5db,-4385,-11943,-3215,-9812,-2065,-279,-7528,754,-2059,-2597
1599834805580532374,eea0d128f31bda21f82effa9e2a002f5f7c1f543,-4448,-11992,-3301,-9695,-2002,-87,-7520,757,-2111,-2749
1599834805618728400,ec1ecfa2f02bdeabf6d40058e7c00234f238f21e,-5090,-12382,-4053,-8533,-2348,88,-6208,564,-3528,-3554
1599834805626743189,ebbecf68efdbdf61f6150040e8330219f1e6f2a2,-5186,-12440,-4133,-8351,-2539,64,-6093,537,-3610,-3422
1599834805663706796,e88ccebaedfbe3d4f4cf03d6ed2ffd9ff8b4f52e,-6004,-12614,-4613,-7212,-2865,982,-4817,-609,-1868,-2770
1599834805665827628,e82fcec5edc1e435f455044dedb6fd60f9def55a,-6097,-12603,-4671,-7115,-2987,1101,-4682,-672,-1570,-2726
1599834805708629401,e58ad00aeb9ee5eaf7b3039ff135fbccffbaf5fb,-6774,-12278,-5218,-6678,-2125,927,-3787,-1076,-70,-2565
1599834805711354284,e539d03deb5ee611f7e70355f198fbaeffa0f647,-6855,-12227,-5282,-6639,-2073,853,-3688,-1106,-96,-2489
1599834805753667625,e30ad1e9e9b0e6cbf8040389f477fa0f02b4f958,-7414,-11799,-5712,-6453,-2044,905,-2953,-1521,692,-1704
1599834805758928284,e2cbd22ce983e6c0f874038cf4b3fa100328f9a1,-7477,-11732,-5757,-6464,-1932,908,-2893,-1520,808,-1631
1599834805798727946,a0e66bf8c30199f58efa19fff6fd71dfd4d4dee8,-24346,27640,-15615,-26123,-28934,6655,-2307,29151,-11052,-8472
1599834805843679715,a7e663f8c7017df5b0fa19fffdfdd6dfa2d504e8,-22554,25592,-14591,32245,-20230,6655,-515,-10529,-23851,1256
1599834805888676921,df1dd568e8dce634f85a01adf4d9faa6ffd9ff8b,-8419,-10904,-5924,-6604,-1958,429,-2855,-1370,-39,-117
1599834805889338101,def6d582e8f2e628f84501c6f50cfad7ff96ffea,-8458,-10878,-5902,-6616,-1979,454,-2804,-1321,-106,-22
1599834805891285259,de0ed5abea1be610f7b10215f38bfd1efc43029f,-8690,-10837,-5605,-6640,-2127,533,-3189,-738,-957,671
1599834805893103663,ddfbd59bea51e617f7ad0223f33efd59fbf502f4,-8709,-10853,-5551,-6633,-2131,547,-3266,-679,-1035,756
1599834805933704244,ddd7d4caec27e627f8750352f383fef7fca60564,-8745,-11062,-5081,-6617,-1931,850,-3197,-265,-858,1380
1599834805934885754,dde0d4a9ec65e620f889034ff33bff2bfcac05b7,-8736,-11095,-5019,-6624,-1911,847,-3269,-213,-852,1463
1599834806068698873,de2fd316ef33e66ff79b0409f0840000f5dd07f6,-8657,-11498,-4301,-6545,-2149,1033,-3964,0,-2595,2038
1599834806113694411,de38d2c8efb1e69df6f50417f0480038f4d2083c,-8648,-11576,-4175,-6499,-2315,1047,-4024,56,-2862,2108
1599834806116140900,deb8d047f412e824f21902f5f0f40095f6600a78,-8520,-12217,-3054,-6108,-3559,757,-3852,149,-2464,2680
1599834806118102037,dedbd009f493e832f12202c9f07f008ef7e60ac2,-8485,-12279,-2925,-6094,-3806,713,-3969,142,-2074,2754
1599834806158610630,e03acf16f7dae6f1f2910224ecb9ff67ffa60bff,-8134,-12522,-2086,-6415,-3439,548,-4935,-153,-90,3071
1599834806203675338,e06fcefff841e6bbf25b01f0ecadffc1ff680c34,-8081,-12545,-1983,-6469,-3493,496,-4947,-63,-152,3124
1599834806204434427,e2a8cea9fb25e41ff3f500a1ea73009f06960dbc,-7512,-12631,-1243,-7137,-3083,161,-5517,159,1686,3516
1599834806206372685,e2fdceb6fb72e3a3f4700071e9b700c9071f0e04,-7427,-12618,-1166,-7261,-2960,113,-5705,201,1823,3588
1599834806207501808,e613ced2fe27e058f502fe7ce92a02d9034c0eae,-6637,-12590,-473,-8104,-2814,-388,-5846,729,844,3758
1599834806248629863,e683cecafe83e004f4abfe41e9270309032e0eaf,-6525,-12598,-381,-8188,-2901,-447,-5849,777,814,3759
1599834806255919964,ea2ccee10108dd45f353fc6ce903040805d90d2e,-5588,-12575,264,-8891,-3245,-916,-5885,1032,1497,3374
1599834806256951455,eaa1cef20144dce8f383fc0be9280439062c0ce3,-5471,-12558,324,-8984,-3197,-1013,-5848,1081,1580,3299
1599834806293707332,ee31d00d0274d99cf22ff8ecec4c04e20bb00a17,-4559,-12275,628,-9828,-3537,-1812,-5044,1250,2992,2583
1599834806338700209,ee99d052027ed917f256f899ec6b04c90ce909be,-4455,-12206,638,-9961,-3498,-1895,-5013,1225,3305,2494
1599834806383708777,f157d4020218d3eff4b9f73eef37039b15c706f4,-3753,-11262,536,-11281,-2887,-2242,-4297,923,5575,1780
1599834806384374093,f19fd4a701f8d334f4e4f715efb0036816d8069c,-3681,-11097,504,-11468,-2844,-2283,-4176,872,5848,1692
1599834806385334321,f332dc5100d4cc71fc59f87ef0a100bd202b03d9,-3278,-9135,212,-13199,-935,-1922,-3935,189,8235,985
1599834806387289817,f358dd620097cbaefd26f87af086019b1efe0342,-3240,-8862,151,-13394,-730,-1926,-3962,411,7934,834
1599834806428673353,f47ce4defe7dc735fdf3f8aaf1ca02b318690118,-2948,-6946,-387,-14539,-525,-1878,-3638,691,6249,280
1599834806434697129,f49ae5c4fe38c6c6fe1ff8f6f1fb02b6181500d5,-2918,-6716,-456,-14650,-481,-1802,-3589,694,6165,213
1599834806473731802,f555ec26fbc1c43fff78fabbf2f6050611b4fecb,-2731,-5082,-1087,-15297,-136,-1349,-3338,1286,4532,-309
1599834806518696926,f566eccafb67c40dff3afadbf32f054310d6fe84,-2714,-4918,-1177,-15347,-198,-1317,-3281,1347,4310,-380
1599834806523007233,f56ef17ff82fc311fdeafadff43806f90eaffb7e,-2706,-3713,-2001,-15599,-534,-1313,-3016,1785,3759,-1154
1599834806524108700,f55df210f7bbc301fe2dfaf3f4d107460e5cfadc,-2723,-3568,-2117,-15615,-467,-1293,-2863,1862,3676,-1316
1599834806526042195,f39cf841f17ec366fedcfc0df6520a060c73f64a,-3172,-1983,-3714,-15514,-292,-1011,-2478,2566,3187,-2486
1599834806616966535,f360f8caf0eac386fefdfc14f6840a140c8df5fb,-3232,-1846,-3862,-15482,-259,-1004,-2428,2580,3213,-2565
1599834806618865064,e829fff9e4b5cb3e0253fcd4f8650836fd02f0e2,-6103,-7,-6987,-13506,595,-812,-1947,2102,-766,-3870
1599834806620823164,e78efffee479cba50261fce8f80007fcfc5af0ec,-6258,-2,-7047,-13403,609,-792,-2048,2044,-934,-3860
1599834806622766929,e6f2fffee443cc0c026dfceaf80f07c3fbc6f0fa,-6414,-2,-7101,-13300,621,-790,-2033,1987,-1082,-3846
1599834806656067136,e654fffae413cc73028bfd08f7d10787fb35f107,-6572,-6,-7149,-13197,651,-760,-2095,1927,-1227,-3833
1599834806698789487,02e3fde3f883067cf718f1ede1e5ff3be362cf50,739,-541,-1917,1660,-2280,-3603,-7707,-197,-7326,-12464
1599834806705952084,02d5fdf3f889064ff60bf22ce13cff00e364cfba,725,-525,-1911,1615,-2549,-3540,-7876,-256,-7324,-12358
1599834806707864151,02b5fe1ff89a062bf4fdf269e092febce36fd023,693,-481,-1894,1579,-2819,-3479,-8046,-324,-7313,-12253
1599834806709804194,dc78fc6ae47cd29200a3ff32f9300472edb9f494,-9096,-918,-7044,-11630,163,-206,-1744,1138,-4679,-2924
1599834806743718583,dbc9fbeee4c8d2f90042ff64f93a0446ecfff4e9,-9271,-1042,-6968,-11527,66,-156,-1734,1094,-4865,-2839
1599834806745251659,d6a5f744e818d64ffd900101f86503d8e7e3f7a5,-10587,-2236,-6120,-10673,-624,257,-1947,984,-6173,-2139
1599834806788688118,d60bf694e8a0d6c2fd030110f82c03f4e726f7f6,-10741,-2412,-5984,-10558,-765,272,-2004,1012,-6362,-2058
1599834806791688895,d1a2f07fee60daa5f9d60320fb9d00e0dff1fa98,-11870,-3969,-4512,-9563,-1578,800,-1123,224,-8207,-1384
1599834806833786710,d11fefb7ef5bdb2cf98b0392fc430029deeafaeb,-12001,-4169,-4261,-9428,-1653,914,-957,41,-8470,-1301
1599834806837381577,d1f1d9082cf6f2f916e4a5fbc4cd36ea84f914e0,-11791,-9976,11510,-3335,5860,-23045,-15155,14058,-31495,5344
1599834806968777961,42f12b0940f4d7f888e8b7fc3eccf2ea61f9d3e0,17137,11017,16628,-10248,-30488,-18436,16076,-3350,25081,-11296
1599834807058841347,cba1ebd8fc17e179fa2c0edfe7d8f858f85efeb5,-13407,-5160,-1001,-7815,-1492,3807,-6184,-1960,-1954,-331
1599834807060338373,cb7cebd1fc9ce1adfab20ec4e73bf8faf454fe9f,-13444,-5167,-868,-7763,-1358,3780,-6341,-1798,-2988,-353
1599834807062234588,cb01ea5300a9e367fa630d4ee4f3fb10e61701ac,-13567,-5549,169,-7321,-1437,3406,-6925,-1264,-6633,428
1599834807064247714,cafde9f401b5e3c3f8d60db0e4aafb0ce5cb015e,-13571,-5644,437,-7229,-1834,3504,-6998,-1268,-6709,350
1599834807103831055,0957e73afeadeae205ebcc5fe68a0baae693f5aa,2391,-6342,-339,-5406,1515,-13217,-6518,2986,-6509,-2646
1599834807108364195,08fbe764ff28ea9306c9ccace6380c89e6b3f4a0,2299,-6300,-216,-5485,1737,-13140,-6600,3209,-6477,-2912
1599834807148808879,cdf2e53e0f99e6def32c0788e643ffa9f0760920,-12814,-6850,3993,-6434,-3284,1928,-6589,-87,-3978,2336
1599834807152992119,ce47e5101044e6d4f3290741e602ffe2f16a098a,-12729,-6896,4164,-6444,-3287,1857,-6654,-30,-3734,2442
1599834807193829333,d16de3d51509e5b5f2c60321e97302a4f4920d34,-11923,-7211,5385,-6731,-3386,801,-5773,676,-2926,3380
1599834807198091286,d2e2e38616bce4eef1ba0298e9bb02e0f5840e79,-11550,-7290,5820,-6930,-3654,664,-5701,736,-2684,3705
1599834807199166444,d623e2f519c7e318f00a00bfe9dc0573f6470f3c,-10717,-7435,6599,-7400,-4086,191,-5668,1395,-2489,3900
1599834807201132190,d6bde2da1a41e2c3eff90088ea2405c0f65d0f52,-10563,-7462,6721,-7485,-4103,136,-5596,1472,-2467,3922
1599834807246712587,dbe6e1fd1d68dff2ee9bfd08ef2e089af95c0f11,-9242,-7683,7528,-8206,-4453,-760,-4306,2202,-1700,3857
1599834807247660430,dc87e1f41daadf84ee4dfc93ef9808aafacc0f17,-9081,-7692,7594,-8316,-4531,-877,-4200,2218,-1332,3863
1599834807248780813,e06de31e1e6fdb69f289fb25f0c0079004620da7,-8083,-7394,7791,-9367,-3447,-1243,-3904,1936,1122,3495
1599834807283798698,e0d8e3541e6edae3f31bfb14f12f07bc04370d59,-7976,-7340,7790,-9501,-3301,-1260,-3793,1980,1079,3417
1599834807336735350,e45ee4b31e35d714f3ddf967f4fb083703220bac,-7074,-6989,7733,-10476,-3107,-1689,-2821,2103,802,2988
1599834807338551119,e4c9e4e51e27d6a0f2fdf940f58407f803b00bc2,-6967,-6939,7719,-10592,-3331,-1728,-2684,2040,944,3010
1599834807340556726,e662e9511d30d276f71dfab4f6600369106c0b05,-6558,-5807,7472,-11658,-2275,-1356,-2464,873,4204,2821
1599834807373813079,e675e9ee1cf7d1fbf825fb17f5f803e30f7509d1,-6539,-5650,7415,-11781,-2011,-1257,-2568,995,3957,2513
1599834807374910371,e7d0ec2e1b61cf54f82dfa48f77105cf03c9058e,-6192,-5074,7009,-12460,-2003,-1464,-2191,1487,969,1422
1599834807376769059,e802ec501b39cf17f871fa57f7820592038a054c,-6142,-5040,6969,-12521,-1935,-1449,-2174,1426,906,1356
1599834807377844767,e965ecea1a2bcda3f9d2fbd3f7a104a000b7030d,-5787,-4886,6699,-12893,-1582,-1069,-2143,1184,183,781
1599834807463714196,e98dece91a0ecd84f9b3fbe7f7b50484005302b8,-5747,-4887,6670,-12924,-1613,-1049,-2123,1156,83,696
1599834807508786154,e931e9ca1834ce08f80afb5ef4c30037fd31f841,-5839,-5686,6196,-12792,-2038,-1186,-2877,55,-719,-1983
1599834807511825732,e8fbe9861824ce37f888fb07f4770041fc67f7af,-5893,-5754,6180,-12745,-1912,-1273,-2953,65,-921,-2129
1599834807513759274,e8c6e9391816ce6cf8acfaadf4560050fb78f73b,-5946,-5831,6166,-12692,-1876,-1363,-2986,80,-1160,-2245
1599834807553795244,e892e8e31809cea6f865fa74f44c0057fa99f6ed,-5998,-5917,6153,-12634,-1947,-1420,-2996,87,-1383,-2323
1599834807558538918,e539e3161776d35cf26af697ef72fefffab9f3cb,-6855,-7402,6006,-11428,-3478,-2409,-4238,-257,-1351,-3125
1599834807560543286,e4ede2bf1760d3b7f249f5efef64fec6fab0f39c,-6931,-7489,5984,-11337,-3511,-2577,-4252,-314,-1360,-3172
1599834807598782778,e49fe26d174cd414f201f5aaeefffe4efaecf3a5,-7009,-7571,5964,-11244,-3583,-2646,-4353,-434,-1300,-3163
1599834807643785513,e44de222173bd472f214f5d5ee7cfdb7fb54f3b8,-7091,-7646,5947,-11150,-3564,-2603,-4484,-585,-1196,-3144
1599834807697091465,e3f7e1d6172cd4d5f21bf6a8ededfd35fb22f356,-7177,-7722,5932,-11051,-3557,-2392,-4627,-715,-1246,-3242
1599834807698885219,e3a1e189171ed53cf165f796edc9fd1afaf1f346,-7263,-7799,5918,-10948,-3739,-2154,-4663,-742,-1295,-3258
1599834807700864284,e244e06c16ead6e4eee2fab0eb6efc50fbe4f2e9,-7612,-8084,5866,-10524,-4382,-1360,-5266,-944,-1052,-3351
1599834807702781772,e1dfe02f16d1d74fef2efafaeaaafc2efcb1f26d,-7713,-8145,5841,-10417,-4306,-1286,-5462,-978,-847,-3475
1599834807735225286,e175dff716b1d7baeff9fb75e99afc0dfd7bf20a,-7819,-8201,5809,-10310,-4103,-1163,-5734,-1011,-645,-3574
1599834807823822046,de28def21524da6ff197fc62e6a5fc7b03b2f082,-8664,-8462,5412,-9617,-3689,-926,-6491,-901,946,-3966
1599834807831475260,dda1dee714c6dabff194fc13e695fcc90507f060,-8799,-8473,5318,-9537,-3692,-1005,-6507,-823,1287,-4000
1599834807877403064,d9b0de961197dd53f57efcbfe7b0fea4018cf045,-9808,-8554,4503,-8877,-2690,-833,-6224,-348,396,-4027
1599834807879316159,d94ede681141ddc1f4e6fbefe7d9ff130078f02d,-9906,-8600,4417,-8767,-2842,-1041,-6183,-237,120,-4051
1599834807881194902,d639ddd70e35e0a9f121fe53eaa8fc990839f249,-10695,-8745,3637,-8023,-3807,-429,-5464,-871,2105,-3511
1599834807883229726,d5c5ddfe0db2e0dff19dff5feb24fc6e099bf275,-10811,-8706,3506,-7969,-3683,-161,-5340,-914,2459,-3467
1599834807916234245,d37ddf340a9fe190f28a03aded62fca10f51f30b,-11395,-8396,2719,-7792,-3446,941,-4766,-863,3921,-3317
